04202305001503VB                                                AGRUPACION INDEPENDIENTES DE LAS QUINTANILLAS - VIA BURGALESA                                                                                         001461001461001461
04202305001504CAMPANARIO DE RABANERA-VIA BURGALESA              CAMPANARIO DE RABANERA-VIA BURGALESA                                                                                                                  001461001461001461
04202305001505VB                                                VECINOS POR RABE - VIA BURGALESA                                                                                                                      001461001461001461
04202305001506PR                                                AGRUPACION DE ELECTORES PROGRESISTAS POR REDECILLA DEL CAMINO                                                                                         001506001506001506
04202305001507AIRE                                              AGRUPACION INDEPENDIENTE DE REINOSO                                                                                                                   001507001507001507
04202305001508ACS                                               AGRUPACION CIVICA SALENSE                                                                                                                             001508001508001508
04202305001509PODEMOS-IU                                        PODEMOS-IZQUIERDA UNIDA-ALIANZA VERDE                                                                                                                 001455001455001455
04202305001510AGRUPACION ELECTORAL SANTA MARIA DEL CAMPO        AGRUPACION ELECTORAL SANTA MARIA DEL CAMPO                                                                                                            001510001510001510
04202305001511AGRUPACION DE ELECTORES VALLE DE SAN VICENTE      AGRUPACION DE ELECTORES VALLE DE SAN VICENTE                                                                                                          001511001511001511
04202305001512PSYP                                              AGRUPACION DE ELECTORES INDEPENDIENTE, POR SOTILLO Y PINILLOS                                                                                         001512001512001512
04202305001513INDEPENDIENTES-TARDAJOS                           INDEPENDIENTES-TARDAJOS                                                                                                                               001513001513001513
04202305001514PODEMOS-IU-AV                                     PODEMOS - IZQUIERDA UNIDA ALIANZA VERDE                                                                                                               001455001455001455
04202305001515VB                                                VALLE DE MANZANEDO LIBRE-VIA BURGALESA                                                                                                                001461001461001461
04202305001516VM                                                VECINOS DE MENA, AGRUPACIÓN DE ELECTORES                                                                                                              001516001516001516
04202305001517POR MENA                                          POR MENA                                                                                                                                              001517001517001517
04202305001518VENT                                              VIVIR EN TOBALINA                                                                                                                                     001518001518001518
04202305001519VB                                                VECINOS POR VILLADIEGO - VIA BURGALESA                                                                                                                001461001461001461
04202305001520VPV                                               VECINOS POR VILLAFRANCA                                                                                                                               001520001520001520
04202305001521V.I.V.                                            VECINOS INDEPENDIENTES DE VILLAGALIJO                                                                                                                 001521001521001521
04202305001522ALI                                               AGRUPACION LOCAL INDEPENDIENTE                                                                                                                        001522001522001522
04202305001523V.A.                                              VILLALMANZO AVANZA                                                                                                                                    001523001523001523
04202305001524AEV                                               AGRUPACION DE ELECTORES DE VILLASANDINO                                                                                                               001524001524001524
04202305001525MCVI                                              AGRUPACIÓN ELECTORES INDEPENDIENTES POR VILLARCAYO MCV                                                                                                001525001525001525
04202305001526VB                                                INDEPENDIENTES ALFOZ DE QUINTANADUEÑAS - VIA BURGALESA                                                                                                001461001461001461
04202305001528CACERES VIVA                                      CACERES VIVA                                                                                                                                          001528001528001528
04202305001529LEVANTA                                           LEVANTA EXTREMADURA                                                                                                                                   001529001529001529
04202305001530SOMOS CC                                          SOMOS CÁCERES                                                                                                                                         001530001530001530
04202305001531A.I.A.                                            AGRUPACION INDEPENDIENTE ALDEANA                                                                                                                      001531001531001531
04202305001532LEVANTA                                           LEVANTA ALMARAZ                                                                                                                                       001529001529001529
04202305001533IU-PODEMOS-AV -UNIDAS                             UNIDAS POR ALMOHARÍN                                                                                                                                  000369000369000369
04202305001534IU-PODEMOS-AV -UNIDAS                             UNIDAS POR ARROYO DE LA LUZ                                                                                                                           000369000369000369
04202305001535LEVANTA                                           LEVANTA ARROYOMOLINOS                                                                                                                                 001529001529001529
04202305001536LEVANTA                                           LEVANTA MUNICIPIO BELVÍS-CASAS                                                                                                                        001529001529001529
04202305001537IU-PODEMOS-AV -UNIDAS                             UNIDAS POR BROZAS                                                                                                                                     000369000369000369
04202305001538PODEMOS-IU-AV -UNIDAS                             UNIDAS PODEMOS POR CÁCERES                                                                                                                            000369000369000369
04202305001539LEVANTA                                           LEVANTA CACERES                                                                                                                                       001529001529001529
04202305001540IU-PODEMOS-AV -UNIDAS                             UNIDAS POR CAMPOLUGAR                                                                                                                                 000369000369000369
04202305001541CAÑAMERO AVANZA - UNIDAS - PODEMOS - IU           CAÑAMERO AVANZA - UNIDAS                                                                                                                              000369000369000369
04202305001542ALTERNATIVA POR CAÑAVERAL                         ALTERNATIVA POR CAÑAVERAL                                                                                                                             001542001542001542
04202305001543TUD                                               AGRUPACION INDEPENDIENTE DE CASAS DE DON GOMEZ 'TU DECIDES'                                                                                           001543001543001543
04202305001544ACDG                                              ALTERNATIVA POR CASAS DE DON GOMEZ                                                                                                                    001544001544001544
04202305001545AICA                                              AGRUPACIÓN INDEPENDIENTE POR CASATEJADA                                                                                                               001545001545001545
04202305001546LEVANTA                                           LEVANTA CASATEJADA                                                                                                                                    001529001529001529
04202305001547LEVANTA                                           LEVANTA CECLAVIN                                                                                                                                      001529001529001529
04202305001548LEVANTA                                           LEVANTA CEDILLO                                                                                                                                       001529001529001529
04202305001549PODEMOS-IU-AV -UNIDAS                             UNIDAS POR CORIA - PODEMOS- IZQUIERDA UNIDA- ALIANZA VERDE                                                                                            000369000369000369
04202305001550G.I.C.                                            GRUPO INDEPENDIENTE LA CUMBRE                                                                                                                         001550001550001550
04202305001551POR DELEITOSA                                     POR DELEITOSA                                                                                                                                         001551001551001551
04202305001552PODEMOS-IU-AV -UNIDAS                             UNIDAS POR GARCIAZ                                                                                                                                    000369000369000369
04202305001553PG                                                POR GUADALUPE AGRUPACION INDEPENDIENTE                                                                                                                001553001553001553
04202305001554CH                                                CONTIGO HINOJAL                                                                                                                                       001554001554001554
04202305001555LEVANTA                                           LEVANTA HINOJAL                                                                                                                                       001529001529001529
04202305001556LEVANTA                                           LEVANTA HOLGUERA                                                                                                                                      001529001529001529
04202305001557PODEMOS-IU-AV -UNIDAS                             UNIDAS POR HOYOS                                                                                                                                      000369000369000369
04202305001558LEVANTA                                           LEVANTA IBAHERNANDO                                                                                                                                   001529001529001529
04202305001559IU-PODEMOS-AV -UNIDAS                             UNIDAS POR JARAÍZ                                                                                                                                     000369000369000369
04202305001560LEVANTA                                           LEVANTA MADRIGAL DE LA VERA                                                                                                                           001529001529001529
04202305001561IU-PODEMOS-AV -UNIDAS                             UNIDAS POR MADROÑERA                                                                                                                                  000369000369000369
04202305001562LEVANTA                                           LEVANTA MAJADAS                                                                                                                                       001529001529001529
04202305001563PPM                                               POR Y PARA MALPARTIDA                                                                                                                                 001563001563001563
04202305001564LEVANTA MALPARTIDA DE CACERES                     LEVANTA MALPARTIDA DE CÁCERES                                                                                                                         001529001529001529
04202305001565IU-PODEMOS-AV -UNIDAS                             UNIDAS POR MATA DE ALCÁNTARA                                                                                                                          000369000369000369
04202305001566IU-PODEMOS-AV -UNIDAS                             UNIDAS POR MIAJADAS (IZQUIERDA UNIDA-PODEMOS-PPI)                                                                                                     000369000369000369
04202305001567LEVANTA                                           LEVANTA MILLANES                                                                                                                                      001529001529001529
04202305001568IU-PODEMOS-AV -UNIDAS                             UNIDAS POR MONTEHERMOSO                                                                                                                               000369000369000369
04202305001569LYM                                               LIBERALES Y MORALOS                                                                                                                                   001569001569001569
04202305001570LEVANTA                                           LEVANTA NAVALMORAL DE LA MATA                                                                                                                         001529001529001529
04202305001571IU-PODEMOS-AV -UNIDAS                             UNIDAS POR NAVALMORAL DE LA MATA                                                                                                                      000369000369000369
04202305001572LEVANTA                                           LEVANTA PALOMERO                                                                                                                                      001529001529001529
04202305001573PODEMOS-IU-AV -UNIDAS                             UNIDAS POR PERALES DEL PUERTO                                                                                                                         000369000369000369
04202305001574PODEMOS-IU-AV -UNIDAS                             UNIDAS PODEMOS POR PLASENCIA                                                                                                                          000369000369000369
04202305001575LEVANTA                                           LEVANTA PLASENCIA                                                                                                                                     001529001529001529
04202305001576LEVANTA                                           LEVANTA PLASENZUELA                                                                                                                                   001529001529001529
04202305001577PODEMOS-IU-AV -UNIDAS                             UNIDAS POR SAN MARTÍN DE TREVEJO                                                                                                                      000369000369000369
04202305001578LEVANTA                                           LEVANTA SAUCEDILLA                                                                                                                                    001529001529001529
04202305001579PODEMOS-IU-AV -UNIDAS                             UNIDAS POR SAUCEDILLA                                                                                                                                 000369000369000369
04202305001580PODEMOS-IU-AV -UNIDAS                             UNIDAS POR SERRADILLA                                                                                                                                 000369000369000369
04202305001581LEVANTA                                           LEVANTA SERREJÓN                                                                                                                                      001529001529001529
04202305001582LEVANTA                                           LEVANTA TALAVAN                                                                                                                                       001529001529001529
04202305001583PODEMOS-IU-AV -UNIDAS                             UNIDAS POR TALAYUELA                                                                                                                                  000369000369000369
04202305001584AETSM                                             AGRUPACIÓN DE ELECTORES DE TORRE DE SANTA MARÍA                                                                                                       001584001584001584
04202305001585IPT                                               AGRUPACION DE ELECTORES INDEPENDIENTES POR TORREJON                                                                                                   001585001585001585
04202305001586TA                                                TORREMOCHA ADELANTE                                                                                                                                   001586001586001586
04202305001587PODEMOS-IU-AV -UNIDAS                             UNIDAS POR TRUJILLO                                                                                                                                   000369000369000369
04202305001588LEVANTA                                           LEVANTA VALDEHÚNCAR                                                                                                                                   001529001529001529
04202305001589A.I.V.A.                                          AGRUPACION INDEPENDIENTE POR VALENCIA DE ALCANTARA                                                                                                    001589001589001589
04202305001590SPV                                               SOCIALISTAS POR VILLANUEVA                                                                                                                            001590001590001590
04202305001591PODEMOS-IU-AV -UNIDAS                             UNIDAS POR VILLANUEVA DE LA VERA                                                                                                                      000369000369000369
04202305001592PIN-NAVA                                          PARTIDO INDEPENDIENTE DE NAVATRASIERRA                                                                                                                001592001592001592
04202305001593LEVANTA                                           LEVANTA VILLASBUENAS DE GATA                                                                                                                          001529001529001529
04202305001594LEVANTA                                           LEVANTA ZARZA LA MAYOR                                                                                                                                001529001529001529
04202305001595LEVANTA                                           LEVANTA ALAGÓN DEL RÍO                                                                                                                                001529001529001529
04202305001596PSOE-A                                            PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA                                                                                                        000030000030000030
04202305001597IU ANDALUCÍA                                      IZQUIERDA UNIDA ANDALUCIA                                                                                                                             000040000040000040
04202305001598I.U. ANDALUCIA                                    IZQUIERDA UNIDA ANDALUCIA                                                                                                                             000040000040000040
04202305001599ADELANTE ANDALUCÍA                                ADELANTE ANDALUCÍA                                                                                                                                    001599001599001599
04202305001600PARA LA GENTE                                     IZQUIERDA UNIDA ANDALUCÍA, MÁS PAÍS, INICIATIVA DEL PUEBLO ANDALUZ PARA LA GENTE                                                                      005844005844005844
04202305001601ANDALUSI                                          PARTIDO ANDALUSI                                                                                                                                      001601001601001601
04202305001602AI-PRO                                            ALTERNATIVA INDEPENDIENTE - PROGRESISTAS                                                                                                              001602001602001602
04202305001603G.D.Z                                             PARTIDO GENTE DE ZAHARA                                                                                                                               001603001603001603
04202305001604SIEMPRE                                           SIEMPRE-PARTIDO MUNICIPALISTA                                                                                                                         001604001604001604
04202305001605ABHE                                              AHORA BARBATE                                                                                                                                         001605001605001605
04202305001606UA                                                ANDALUCÍA POR SÍ - UNIÓN ANDALUCISTA (UA)                                                                                                             006005006005006005
04202305001607UA                                                LOS BARRIOS 100X100 UNIÓN ANDALUCISTA                                                                                                                 006005006005006005
04202305001608MB                                                MOVIMIENTO BARREÑO                                                                                                                                    001608001608001608
04202305001609CS                                                CIUDADANOS                                                                                                                                            000027000027000027
04202305001610UA                                                ANDALUCÍA POR SI- UNIÓN ANDALUCISTA                                                                                                                   006005006005006005
04202305001611AHORACÁDIZ                                        AHORA CÁDIZ                                                                                                                                           001611001611001611
04202305001612AI                                                ADELANTE IZQUIERDA GADITANA                                                                                                                           001612001612001612
04202305001613UA                                                CADIZ SI-UNIÓN ANDALUCISTA                                                                                                                            006005006005006005
04202305001614JUSTICIA SOCIAL                                   JUSTICIA SOCIAL                                                                                                                                       001614001614001614
04202305001615CXC                                               CHISPARREROS X CASTELLAR                                                                                                                              001615001615001615
04202305001616PP                                                PARTIDO POPULAR DE ANDALUCÍA                                                                                                                          000006000006000006
04202305001617IU ANDALUCIA                                      IZQUIERDA UNIDA ANDALUCIA (IU ANDALUCIA)                                                                                                              000040000040000040
04202305001618UA                                                GANEMOS CHICLANA - UNIÓN ANDALUCISTA (UA)                                                                                                             006005006005006005
04202305001619U X CH                                            UNIDOS POR CHIPIONA                                                                                                                                   001619001619001619
04202305001620UPGU                                              UNIDOS POR GUADALCACIN                                                                                                                                001620001620001620
04202305001621PARA LA GENTE                                     IZQUIERDA UNIDA ANDALUCÍA+GANEMOS JEREZ (LA CONFLUENCIA PARA LA GENTE)                                                                                005844005844005844
04202305001622ALTER                                             ALTERNATIVA REPUBLICANA                                                                                                                               001622001622001622
04202305001623LL100X100                                         LA LINEA 100X100                                                                                                                                      001623001623001623
04202305001624OLEP                                              OTRA LINEA ES POSIBLE                                                                                                                                 001624001624001624
04202305001625UA                                                ANDALUCÍA POR SI- UNIÓN ANDALUCISTA                                                                                                                   006005006005006005
04202305001626UP                                                UNION PORTUENSE                                                                                                                                       001626001626001626
04202305001627UA                                                EL PUERTO SÍ-UNIÓN ANDALUCISTA (UA)                                                                                                                   006005006005006005
04202305001628EP100X100                                         EL PUERTO 100X100                                                                                                                                     001628001628001628
04202305001629PCPA                                              PARTIDO COMUNISTA DEL PUEBLO ANDALUZ                                                                                                                  001629001629001629
04202305001630UA                                                ANDALUCÍA POR SÍ - UNIÓN ANDALUCISTA (UA)                                                                                                             006005006005006005
04202305001631PARA LA GENTE                                     CONFLUENCIA DE IZQUIERDAS PARA LA GENTE (IZQUIERDA UNIDA- VERDES EQUO-INDEPENDIENTES)                                                                 005844005844005844
04202305001632VERDES-EQUO                                       VERDES EQUO                                                                                                                                           001632001632001462
04202305001633IU + PODEMOS                                      IZQUIERDA UNIDA + PODEMOS                                                                                                                             001633001633001633
04202305001634GIRO                                              GRUPO INDEPENDIENTE ROTEÑO                                                                                                                            001634001634001634
04202305001635CNS                                               CONSTITUCIONALISTAS                                                                                                                                   001635001635001635
042023050016363R                                                PLATAFORMA 3R                                                                                                                                         001636001636001636
04202305001637VYT                                               VIVIENDA Y TRABAJO                                                                                                                                    001637001637001637
04202305001638SR 100X100                                        SAN ROQUE 100X100                                                                                                                                     001638001638001638
04202305001639P.I.V.G.                                          PARTIDO INDEPENDIENTE DE VALLE DEL GUADIARO                                                                                                           001639001639001639
04202305001640CON ANDALUCIA                                     CON ANDALUCIA IZQUIERDA UNIDA ANDALUCIA-PODEMOS CON SAN ROQUE                                                                                         005774005774005774
04202305001641LVE                                               VERDES DE EUROPA                                                                                                                                      001641001641001641
04202305001642PARA LA GENTE                                     GANAR TARIFA PARA LA GENTE                                                                                                                            005844005844005844
04202305001643NAT                                               NUEVOS AIRES TARIFA                                                                                                                                   001643001643001643
04202305001644ACORD PER GUANYAR                                 ATZENETA EN MARXA: ACORD PER GUANYAR                                                                                                                  006063006063006063
04202305001652ACORD PER GUANYAR                                 COMPROMIS PER AIN                                                                                                                                     006063006063006063
04202305001653AM                                                ERPV-ACORD MUNICIPAL                                                                                                                                  005783005783005783
04202305001654ACORD PER GUANYAR                                 JUNTS PER ALBOCÀSSER-COMPROMÍS:ACORD PER GUANYAR                                                                                                      006063006063006063
04202305001655ALC                                               AGRUPACIÓ LOCAL PEL CANVI A ALCALÀ DE XIVERT, ALCOSSEBRE, LES FONTS I CAPICORB                                                                        001655001655001655
04202305001656MÉS - COMPROMÍS : ACORD PER GUANYAR               MÉS L'ALCORA - COMPROMÍS : ACORD PER GUANYAR                                                                                                          006063006063006063
04202305001657ACORD PER GUANYAR                                 COMPROMIS PER FONDEGUILLA                                                                                                                             006063006063006063
04202305001658CENTRATS EN ALMASSORA                             CENTRATS EN ALMASSORA                                                                                                                                 001658001658001658
04202305001659ACORD PER GUANYAR                                 COMPROMÍS PER ALMASSORA: ACORD PER GUANYAR                                                                                                            006063006063006063
04202305001660P.S.V.-P.S.O.E.                                   PARTIT SOCIALISTA VALENCIA-PSOE                                                                                                                       001660001660000030
04202305001661ACORD PER GUANYAR                                 COMPROMÍS PER ALMENARA: ACORD PER GUANYAR                                                                                                             006063006063006063
04202305001662ACORD PER GUANYAR                                 COMPROMÍS PER ARGELITA:ACORD PER GUANYAR                                                                                                              006063006063006063
04202305001663ACORD PER GUANYAR                                 COMPROMÍS PER BETXI: ACORD PER GUANYAR                                                                                                                006063006063006063
04202305001664AB                                                AGRUPACION DE ELECTORES AMIGOS DE BENAFER                                                                                                             001664001664001664
04202305001665ACORD PER GUANYAR                                 COMPROMÍS PER BENASSAL: ACORD PER GUANYAR                                                                                                             006063006063006063
04202305001666ACORD PER GUANYAR                                 COMPROMÍS PER BENICARLÓ: ACORD PER GUANYAR                                                                                                            006063006063006063
04202305001667BG                                                BENI-GAZLUM TOT PER BENICARLÓ                                                                                                                         001667001667001667
04202305001668PODEM-EUPV:UNIDAS                                 UNIDES PODEM-ESQUERRA UNIDA                                                                                                                           000369000369000369
04202305001669ACORD PER GUANYAR                                 COMPROMÍS PER BENICÀSSIM:ACORD PER GUANYAR                                                                                                            006063006063006063
04202305001670SOM SOMOS B                                       SOM SOMOS BENICASSIM                                                                                                                                  001670001670001670
04202305001671VDEB                                              VEÏNS DE BORRIOL                                                                                                                                      001671001671001671
04202305001672ACORD PER GUANYAR                                 COMPROMÍS PER BORRIOL: ACORD PER GUANYAR                                                                                                              006063006063006063
04202305001673ACORD PER GUANYAR                                 COMPROMÍS PER BORRIANA: ACORD PER GUANYAR                                                                                                             006063006063006063
04202305001674DECIDIX                                           BURRIANA DECIDIX                                                                                                                                      000089000089000089
04202305001675ACORD PER GUANYAR                                 UNITS PEL POBLE - COMPROMÍS : ACORD PER GUANYAR                                                                                                       006063006063006063
04202305001676AVANT C D C                                       AVANT CASTELL DE CABRES                                                                                                                               001676001676001676
04202305001677ACORD PER GUANYAR                                 COMPROMÍS PER CASTELLÓ: ACORD PER GUANYAR                                                                                                             006063006063006063
04202305001678SOM CS                                            SOM CASTELLO                                                                                                                                          001678001678001678
04202305001679LO NOSTRE                                         LO NOSTRE                                                                                                                                             001679001679001679
04202305001680ERPV-AM                                           ESQUERRA REPUBLICANA DEL PAIS VALENCIA-ACORD MUNICIPAL                                                                                                005783005783005783
04202305001681ADIN                                              ACCION DEMOCRATICA INDEPENDIENTE (ADIN CASTELLÓ)                                                                                                      001681000107000107
04202305001682ACUERDO PARA GANAR                                CAUDIEL + VIVO : ACUERDO PARA GANAR                                                                                                                   006063006063006063
04202305001683APC                                               AGRUPACIÓ PER CINCTORRES                                                                                                                              001683001683001683
04202305001684ACORD PER GUANYAR                                 COMPROMÍS PER CORTES DE ARENOSO: ACORD PER GUANYAR                                                                                                    006063006063006063
04202305001685TXC                                               TREBALLEM X COSTUR                                                                                                                                    001685001685001685
04202305001686EUPV: ENDAVANT                                    ESQUERRA UNIDA XILXES: ENDAVANT                                                                                                                       000158000158000158
04202305001687ACORD PER GUANYAR                                 ´COMPROMÍS PER XILXES: ACORD PER GUANYAR                                                                                                              006063006063006063
04202305001688ACORD PER GUANYAR                                 COMPROMÍS PER XODOS: ACORD PER GUANYAR                                                                                                                006063006063006063
04202305001689XF                                                X FIGUEROLES                                                                                                                                          001689001689001689
04202305001690AEH                                               AGRUPACIÓ D'ELECTORS D'HERBERS                                                                                                                        001690001690001690
04202305001691AGRUPACIÓ D'ELECTORS LA JANA ENTRE TOTS           AGRUPACIÓ D'ELECTORS LA JANA ENTRE TOTS                                                                                                               001691001691001691
04202305001692UNIÓ                                              PER LA UNIÓ DE LA LLOSA                                                                                                                               001692001692001692
04202305001693LMM                                               AGRUPACIÓ D'ELECTORS 'LA MATA EN MOVIMENT'                                                                                                            001693001693001693
04202305001694ACORD PER GUANYAR                                 COMPROMÍS PER MONCOFA: ACORD PER GUANYAR                                                                                                              006063006063006063
04202305001695INDEPENDENTS PER MORELLA                          INDEPENDENTS PER MORELLA                                                                                                                              001695001695001695
04202305001696ALTERNATIVA POR NAVAJAS                           ALTERNATIVA POR NAVAJAS                                                                                                                               001696001696001696
04202305001697CEN                                               CENTRATS EN NULES                                                                                                                                     001697001697001697
04202305001698MN-EUPV:ENDAVANT                                  MÉS NULES - ESQUERRA UNIDA: ENDAVANT                                                                                                                  000158000158000158
04202305001699ACORD PER GUANYAR                                 COMPROMÍS PER ONDA: ACORD PER GUANYAR                                                                                                                 006063006063006063
04202305001700ACORD PER GUANYAR                                 COMPROMÍS PER ORPESA: ACORD PER GUANYAR                                                                                                               006063006063006063
04202305001701ACORD PER GUANYAR                                 COMPROMÍS PER PEÑISCOLA: ACORD PER GUANYAR                                                                                                            006063006063006063
04202305001702PNLYP                                             PEÑISCOLA LIBRE Y PRÓSPERA                                                                                                                            001702001702001702
04202305001703PI                                                AGRUPACIÓN DE PINA INDEPENDIENTES                                                                                                                     001703001703001703
